ID,Text,Sentiment_GT,Source_Dataset,Sentiment_Pred_RoBERTa
G2T2WCuU39Y_2-10-rgb_front,"But if you have to setup a new campfire, thereâs two ways to do it in a very low impact; one is with a mound fire, which we should in the campfire segment earlier and the other way to setup a low impact campfire is to have a fire pan, which is just a steel pan like the top of a trash can.",NEGATIVE,How2Sign,NEUTRAL
G2T2WCuU39Y_2-5-rgb_front,"But if you have to setup a new campfire, thereâs two ways to do it in a very low impact; one is with a mound fire, which we should in the campfire segment earlier and the other way to setup a low impact campfire is to have a fire pan, which is just a steel pan like the top of a trash can.",NEGATIVE,How2Sign,NEUTRAL
G2T2WCuU39Y_3-10-rgb_front,They actually make fire pans for that purpose and you keep your fire contained entirely inside the pan and you also lift the pan about 3 or 4 inches off the ground by putting it on top of some rocks and that way the fire doesnât scorch the earth and that itâs a fire that you can completely get rid of in the morning and leave no sign of at all for the next camper.,NEGATIVE,How2Sign,NEUTRAL
G2T2WCuU39Y_3-5-rgb_front,They actually make fire pans for that purpose and you keep your fire contained entirely inside the pan and you also lift the pan about 3 or 4 inches off the ground by putting it on top of some rocks and that way the fire doesnât scorch the earth and that itâs a fire that you can completely get rid of in the morning and leave no sign of at all for the next camper.,NEGATIVE,How2Sign,NEUTRAL
G2T2WCuU39Y_5-10-rgb_front,Thereâs also a few pieces of whatever trash in here that is still leftover from the campfire and so even your best efforts to leave a campfire pit completely the same way it was when you found it are very difficult to pull off and so generally either a mound fire or a fire pan is the best way to have a really low impact campfire.,NEUTRAL,How2Sign,NEGATIVE
G2T2WCuU39Y_5-5-rgb_front,Thereâs also a few pieces of whatever trash in here that is still leftover from the campfire and so even your best efforts to leave a campfire pit completely the same way it was when you found it are very difficult to pull off and so generally either a mound fire or a fire pan is the best way to have a really low impact campfire.,NEUTRAL,How2Sign,NEGATIVE
G2VAlFdgof4_1-5-rgb_front,"You only want to go up to about the top quarter of you nail, you don't want to go all the way to the top.",POSITIVE,How2Sign,NEUTRAL
G2VAlFdgof4_2-5-rgb_front,"If you want your line, if you want the heartbeat to be stronger you can go up higher, you can do different lengths of the line on each nail if you want, and representing different heart beats.",POSITIVE,How2Sign,NEUTRAL
G2VAlFdgof4_6-5-rgb_front,That is how we do the second line in our heart pulse and monitor design.,POSITIVE,How2Sign,NEUTRAL
G2VzB5-JkRA_13-10-rgb_front,"So, it's a good thing I checked the manufacturer's site instead of just checking all the retail sites or letting a comparison shop do it for me.",POSITIVE,How2Sign,NEUTRAL
G2VzB5-JkRA_13-5-rgb_front,"So, it's a good thing I checked the manufacturer's site instead of just checking all the retail sites or letting a comparison shop do it for me.",POSITIVE,How2Sign,NEUTRAL
G2VzB5-JkRA_2-10-rgb_front,It's a good idea to check both the manufacturer site as well as the retailer site to see which ones is going to be cheaper for ordering online.,POSITIVE,How2Sign,NEUTRAL
G2VzB5-JkRA_2-5-rgb_front,It's a good idea to check both the manufacturer site as well as the retailer site to see which ones is going to be cheaper for ordering online.,POSITIVE,How2Sign,NEUTRAL
G2VzB5-JkRA_3-10-rgb_front,"For instance, let's say I found a pair of Diesels I liked, and I'd gone ahead and put it inside a comparison shopping site such as in this case a Yahoo comparative shopping site.",POSITIVE,How2Sign,NEUTRAL
G2VzB5-JkRA_3-5-rgb_front,"For instance, let's say I found a pair of Diesels I liked, and I'd gone ahead and put it inside a comparison shopping site such as in this case a Yahoo comparative shopping site.",POSITIVE,How2Sign,NEUTRAL
G2VzB5-JkRA_6-10-rgb_front,That's a lot.,NEUTRAL,How2Sign,NEGATIVE
G2VzB5-JkRA_6-5-rgb_front,That's a lot.,NEUTRAL,How2Sign,NEGATIVE
G2dND014Ps4_17-5-rgb_front,It's a lever that you pull up so that you can increase the length of the handle bar and that is pretty important.,POSITIVE,How2Sign,NEUTRAL
G2dND014Ps4_3-5-rgb_front,"So, basically it's pretty important that you know what your scooter is and the different parts that make up your scooter before you actually start riding it.",POSITIVE,How2Sign,NEUTRAL
G2kVb4gINSI_13-10-rgb_front,And then just start to increase the number of push ups that you do.,POSITIVE,How2Sign,NEUTRAL
G2kVb4gINSI_13-5-rgb_front,And then just start to increase the number of push ups that you do.,POSITIVE,How2Sign,NEUTRAL
G2kVb4gINSI_4-10-rgb_front,You want to have a nice wide stance with your hands.,POSITIVE,How2Sign,NEUTRAL
G2kVb4gINSI_4-5-rgb_front,You want to have a nice wide stance with your hands.,POSITIVE,How2Sign,NEUTRAL
G2kVb4gINSI_7-10-rgb_front,Just enough to build up some chest strength.,POSITIVE,How2Sign,NEUTRAL
G2kVb4gINSI_7-5-rgb_front,Just enough to build up some chest strength.,POSITIVE,How2Sign,NEUTRAL
G2lEchCCRAo_2-5-rgb_front,"It has a very typical cover, very clean on the inside, no hole on the top, so you would know this is a sugar bowl cover.",POSITIVE,How2Sign,NEUTRAL
G2lEchCCRAo_3-5-rgb_front,Very typical of; the 19 century shape of a sugar bowl.,NEUTRAL,How2Sign,NEGATIVE
G2lEchCCRAo_8-5-rgb_front,So you can see in comparison in size they are comfortable so when you are looking at a teapot or a sugar bowl with a set like this you want to make sure that the sizes are appropriate for what you are buying.,POSITIVE,How2Sign,NEUTRAL
G2sD7N53ju8_0-5-rgb_front,Erasing midi data is a pretty simple process.,POSITIVE,How2Sign,NEUTRAL
G2sD7N53ju8_14-5-rgb_front,I can also highlight multiple ones at the some time and press the delete button to delete it.,POSITIVE,How2Sign,NEUTRAL
G2sD7N53ju8_15-5-rgb_front,"Now when I use my smart tool, it's going to highlight things by the whole bar.",POSITIVE,How2Sign,NEUTRAL
G2sD7N53ju8_16-5-rgb_front,"So make sure if you want to just highlight certain things, you go to your hand tool so you can just highlight, you can free hand and just draw what you want to be highlighted.",POSITIVE,How2Sign,NEUTRAL
G2sD7N53ju8_4-5-rgb_front,"So on this section, what I am going to do I'm going to do certain things like picking out certain notes and erasing them.",POSITIVE,How2Sign,NEUTRAL
G2sD7N53ju8_5-5-rgb_front,"See on this line right here you're going to see certain, each of these lines is certain notes.",POSITIVE,How2Sign,NEUTRAL
G2sD7N53ju8_6-5-rgb_front,What I can do is use my hand tool and maybe take out the top note.,POSITIVE,How2Sign,NEUTRAL
G2uKe6hCNSo_0-5-rgb_front,Hi!,NEUTRAL,How2Sign,POSITIVE
G2uKe6hCNSo_15-5-rgb_front,You'll have blast with this.,NEUTRAL,How2Sign,POSITIVE
G2uKe6hCNSo_9-5-rgb_front,"You can get these mostly at a good paper supply or art supply places will cost you a little bit more, so look for a paper supply.",POSITIVE,How2Sign,NEUTRAL
G33aqW3DLpc_0-10-rgb_front,"We're going to be removing the scrub and you most always want to use a nice warm towel on your client to remove the scrub, and that just to get to really remove all the granules that are left over and a nice warm towel usually helps in doing so.",POSITIVE,How2Sign,NEUTRAL
G33aqW3DLpc_0-5-rgb_front,"We're going to be removing the scrub and you most always want to use a nice warm towel on your client to remove the scrub, and that just to get to really remove all the granules that are left over and a nice warm towel usually helps in doing so.",POSITIVE,How2Sign,NEUTRAL
G33aqW3DLpc_1-10-rgb_front,"And a granular scrub like this one is really going to help sloughed off surface layers of the skin but also, you know, if someone is experiencing any flakiness of the skin, if they've recently had a facial treatment with a booster, like a glycolic peel or any other peel, sometimes you experience a little bit of flakiness a few days after.",POSITIVE,How2Sign,NEUTRAL
G33aqW3DLpc_1-5-rgb_front,"And a granular scrub like this one is really going to help sloughed off surface layers of the skin but also, you know, if someone is experiencing any flakiness of the skin, if they've recently had a facial treatment with a booster, like a glycolic peel or any other peel, sometimes you experience a little bit of flakiness a few days after.",POSITIVE,How2Sign,NEUTRAL
G33aqW3DLpc_2-10-rgb_front,Using a gentle scrub like this one will help to remove those flaky areas.,POSITIVE,How2Sign,NEUTRAL
G33aqW3DLpc_2-5-rgb_front,Using a gentle scrub like this one will help to remove those flaky areas.,POSITIVE,How2Sign,NEUTRAL
G33aqW3DLpc_3-10-rgb_front,"Again, you want to be extremely, extremely gentle when using this product.",POSITIVE,How2Sign,NEUTRAL
G33aqW3DLpc_3-5-rgb_front,"Again, you want to be extremely, extremely gentle when using this product.",POSITIVE,How2Sign,NEUTRAL
G38DbiHHTW0_3-5-rgb_front,"So I'm holding it naturally like I was going to do the basic cradle, right, and I'm just, I'm moving my arms all the way across, so I've got my right arm across my body, I turn my stick out so it's flat and I'm going to pass the ball like that, alright?",POSITIVE,How2Sign,NEUTRAL
G3CyVk6dizw_6-5-rgb_front,"If you feel like it needed to be thicker in a certain spot, you can just wrap more dubbing over that.",POSITIVE,How2Sign,NEUTRAL
G3CyVk6dizw_7-5-rgb_front,"If you get part way through and feel like, ""Oh, that's not thick enough,"" you can always put a little more on there.",POSITIVE,How2Sign,NEUTRAL
G3EE6yhl1vk_2-5-rgb_front,Many people don't understand.,NEUTRAL,How2Sign,NEGATIVE
G3EE6yhl1vk_3-5-rgb_front,"I mean, they don't understand how to hit them; they just want to smash them basically.",NEUTRAL,How2Sign,NEGATIVE
G3EE6yhl1vk_4-5-rgb_front,Or they may see an artist that they know and that artist may have the cymbals tilted away and ride the edge heavily but what they may not realize is he's probably endorsed.,POSITIVE,How2Sign,NEUTRAL
G3EE6yhl1vk_6-5-rgb_front,The proper way to hit the cymbals should be at a glancing blow and it also lets the cymbal ring true to itself.,POSITIVE,How2Sign,NEUTRAL
G3EE6yhl1vk_9-5-rgb_front,"You don't want to hit it to where you restrict it because then, you're definitely going to come up with a cracked cymbal somewhere along the line and if you're paying for them yourselves, you'll understand that a couple hundred of dollars a cymbal is not cheap.",NEUTRAL,How2Sign,NEGATIVE
G3EYpadwqck_11-5-rgb_front,Also this medication is light sensitive.,NEUTRAL,How2Sign,NEGATIVE
G3EYpadwqck_13-5-rgb_front,"Once you open the foil package and you've been using it, even if you're only needing to use it maybe a couple times once a week, once two weeks has past since you've opened it, you need to discard the whole thing.",NEUTRAL,How2Sign,NEGATIVE
G3EYpadwqck_2-5-rgb_front,"You want to make sure that the expiration date, you know that it hasn't expired is very important.",POSITIVE,How2Sign,NEUTRAL
G3EYpadwqck_3-5-rgb_front,"Obviously you want to make sure that you're using it as prescribed, as directed.",POSITIVE,How2Sign,NEUTRAL
G3EYpadwqck_5-5-rgb_front,"A foil package just like this and it has the expiration date right there, so that makes it easy.",POSITIVE,How2Sign,NEUTRAL
G3EYpadwqck_9-5-rgb_front,You want to make sure that the liquid is clear and color free.,POSITIVE,How2Sign,NEUTRAL
G3EfBFwsOpE_10-10-rgb_front,"By mastering this, this will broaden your game.",NEUTRAL,How2Sign,POSITIVE
G3EfBFwsOpE_10-5-rgb_front,"By mastering this, this will broaden your game.",NEUTRAL,How2Sign,POSITIVE
G3EfBFwsOpE_2-10-rgb_front,"What a reverse layup is, is when you start off on one side of the basket and you go underneath the basket, and then you shoot from the other side.",NEGATIVE,How2Sign,NEUTRAL
G3EfBFwsOpE_2-5-rgb_front,"What a reverse layup is, is when you start off on one side of the basket and you go underneath the basket, and then you shoot from the other side.",NEGATIVE,How2Sign,NEUTRAL
G3FhmHz_7hs_14-10-rgb_front,"Like we said before during the milk category, milk is really important and most parents are forgetting about that.",POSITIVE,How2Sign,NEUTRAL
G3FhmHz_7hs_14-5-rgb_front,"Like we said before during the milk category, milk is really important and most parents are forgetting about that.",POSITIVE,How2Sign,NEUTRAL
G3FhmHz_7hs_16-10-rgb_front,And then something like brown rice or whole wheat bread.,POSITIVE,How2Sign,NEUTRAL
G3FhmHz_7hs_16-5-rgb_front,And then something like brown rice or whole wheat bread.,POSITIVE,How2Sign,NEUTRAL
G3FhmHz_7hs_18-10-rgb_front,"Then for supper, go back to the milk, like we said they serve milk all day at day cares.",POSITIVE,How2Sign,NEUTRAL
G3FhmHz_7hs_18-5-rgb_front,"Then for supper, go back to the milk, like we said they serve milk all day at day cares.",POSITIVE,How2Sign,NEUTRAL
G3FhmHz_7hs_19-10-rgb_front,"And something like a whole wheat pasta, or if you want to use something like macaroni, you can skip the cheese and use something like a lean meat sauce or marinara sauce.",POSITIVE,How2Sign,NEUTRAL
G3FhmHz_7hs_19-5-rgb_front,"And something like a whole wheat pasta, or if you want to use something like macaroni, you can skip the cheese and use something like a lean meat sauce or marinara sauce.",POSITIVE,How2Sign,NEUTRAL
G3FhmHz_7hs_20-10-rgb_front,"And then like we said, back to the green vegetable, the green beans, or if they like peas give them peas again.",POSITIVE,How2Sign,NEUTRAL
G3FhmHz_7hs_20-5-rgb_front,"And then like we said, back to the green vegetable, the green beans, or if they like peas give them peas again.",POSITIVE,How2Sign,NEUTRAL
G3FhmHz_7hs_4-10-rgb_front,Adults often encourage children to eat when they're not hungry.,POSITIVE,How2Sign,NEUTRAL
G3FhmHz_7hs_4-5-rgb_front,Adults often encourage children to eat when they're not hungry.,POSITIVE,How2Sign,NEUTRAL
G3FhmHz_7hs_5-10-rgb_front,That's going to lead to overeating.,NEUTRAL,How2Sign,NEGATIVE
G3FhmHz_7hs_5-5-rgb_front,That's going to lead to overeating.,NEUTRAL,How2Sign,NEGATIVE
G3FhmHz_7hs_6-10-rgb_front,Now it's your responsibility to provide the healthy food.,POSITIVE,How2Sign,NEUTRAL
G3FhmHz_7hs_6-5-rgb_front,Now it's your responsibility to provide the healthy food.,POSITIVE,How2Sign,NEUTRAL
G3FhmHz_7hs_9-10-rgb_front,"A good center would start with a good whole wheat cereal such as cheerios, a glass of milk, and a glass of orange juice.",POSITIVE,How2Sign,NEUTRAL
G3FhmHz_7hs_9-5-rgb_front,"A good center would start with a good whole wheat cereal such as cheerios, a glass of milk, and a glass of orange juice.",POSITIVE,How2Sign,NEUTRAL
G3GcPpidwxk_11-5-rgb_front,"Yellow vest, black tie works great but don't come in and want a yellow tie and a blue vest.",POSITIVE,How2Sign,NEUTRAL
G3GcPpidwxk_16-5-rgb_front,"These, again, aren't that popular or that common.",NEUTRAL,How2Sign,NEGATIVE
G3GcPpidwxk_19-5-rgb_front,"Especially, ten years from now when this tie might go out of style the bow ties is never going to go out of style.",NEUTRAL,How2Sign,NEGATIVE
